"","KO","Metabolism","Pathway","Subpathway","Name"
"618","K00687","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbp2B, penA; penicillin-binding protein 2B"
"619","K02545","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"mecA; penicillin-binding protein 2 prime [EC:3.4.16.4]"
"620","K03587","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]"
"621","K03693","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbp1b; penicillin-binding protein 1B"
"622","K03814","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]"
"623","K04478","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"sgtB; monofunctional glycosyltransferase [EC:2.4.1.129]"
"624","K05363","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"murM; serine/alanine adding enzyme [EC:2.3.2.10]"
"625","K05364","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpA; penicillin-binding protein A"
"626","K05365","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]"
"627","K05366","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]"
"628","K05367","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpC; penicillin-binding protein 1C [EC:2.4.1.129]"
"629","K05515","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"mrdA; penicillin-binding protein 2 [EC:3.4.16.4]"
"630","K07258","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]"
"631","K07259","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]"
"632","K07260","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"
"633","K08384","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)"
"634","K08640","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"E3.4.17.14; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"
"635","K08641","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]"
"636","K08724","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpB; penicillin-binding protein 2B"
"637","K12551","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"sgtA; monofunctional glycosyltransferase [EC:2.4.1.129]"
"638","K12552","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpA; penicillin-binding protein 1 [EC:3.4.-.-]"
"639","K12553","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbp3; penicillin-binding protein 3 [EC:3.4.-.-]"
"640","K12555","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbp2A; penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]"
"641","K12556","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbp2X; penicillin-binding protein 2X"
"642","K18149","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbp5, pbp4, pbp3; penicillin-binding protein"
"643","K18770","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpD; penicillin-binding protein 4 [EC:2.4.1.129 3.4.16.4]"
"644","K18866","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"vanXY; zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]"
"645","K21464","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpG; penicillin-binding protein 2D [EC:2.4.1.129 3.4.16.4]"
"646","K21465","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpA; penicillin-binding protein A"
"647","K21466","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpH; penicillin-binding protein H"
"648","K21468","Biosynthesis","Peptidoglycan biosynthesis and degradation",NA,"pbpI; penicillin-binding protein 4B"
"649","K18988","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]"
"650","K07262","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]"
"651","K16291","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","erfK; L,D-transpeptidase ErfK/SrfK"
"652","K19235","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","ybiS; L,D-transpeptidase YbiS"
"653","K07261","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mepA; penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]"
"654","K19303","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mepH; murein DD-endopeptidase [EC:3.4.-.-]"
"655","K13694","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]"
"656","K19304","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mepM; murein DD-endopeptidase [EC:3.4.24.-]"
"657","K19224","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","lytE, cwlF; peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]"
"658","K19223","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","lytF, cwlE; peptidoglycan DL-endopeptidase LytF [EC:3.4.-.-]"
"659","K17733","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","cwlK; peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]"
"660","K08259","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","lytM; lysostaphin [EC:3.4.24.75]"
"661","K08309","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","slt; soluble lytic murein transglycosylase [EC:4.2.2.-]"
"662","K08304","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mltA; membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]"
"663","K08305","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mltB; membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]"
"664","K08306","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mltC; membrane-bound lytic murein transglycosylase C [EC:4.2.2.-]"
"665","K08307","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mltD, dniR; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]"
"666","K18691","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]"
"667","K01448","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"
"668","K11066","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"
"669","K03806","Biosynthesis","Peptidoglycan biosynthesis and degradation","Peptidoglycan biosynthesis: Remodeling","ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]"
"670","K00698","Biosynthesis","chitin",NA,"CHS1; chitin synthase [EC:2.4.1.16]"
"671","K00174","Energy","Central metabolism","Central C metabolism: TCA cycle and Glycolysis","korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
"672","K00024","Energy","Central metabolism","Central C metabolism: TCA cycle","mdh; malate dehydrogenase [EC:1.1.1.37]"
"673","K00025","Energy","Central metabolism","Central C metabolism: TCA cycle","MDH1; malate dehydrogenase [EC:1.1.1.37]"
"674","K00026","Energy","Central metabolism","Central C metabolism: TCA cycle","MDH2; malate dehydrogenase [EC:1.1.1.37]"
"675","K00030","Energy","Central metabolism","Central C metabolism: TCA cycle","IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]"
"676","K00031","Energy","Central metabolism","Central C metabolism: TCA cycle","IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]"
"677","K00033","Energy","Central metabolism","Central C metabolism: PPP","PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"678","K00036","Energy","Central metabolism","Central C metabolism: PPP","G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
"679","K00116","Energy","Central metabolism","Central C metabolism: TCA cycle","mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]"
"680","K00131","Energy","Central metabolism","Central C metabolism: Glycolysis and ED pathway","gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]"
"681","K00134","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"682","K00150","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]"
"683","K00161","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]"
"684","K00162","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"
"685","K00163","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]"
"686","K00164","Energy","Central metabolism","Central C metabolism: TCA cycle","OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"
"687","K00169","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]"
"688","K00170","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]"
"689","K00171","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]"
"690","K00172","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]"
"691","K00175","Energy","Central metabolism","Central C metabolism: TCA cycle and Glycolysis","korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"
"692","K00176","Energy","Central metabolism","Central C metabolism: TCA cycle","korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"
"693","K00177","Energy","Central metabolism","Central C metabolism: TCA cycle","korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"
"694","K00189","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","vorG; 2-oxoisovalerate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.7]"
"695","K00233","Energy","Central metabolism","Central C metabolism: TCA cycle",""
"696","K00234","Energy","Central metabolism","Central C metabolism: TCA cycle","SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]"
"697","K00235","Energy","Central metabolism","Central C metabolism: TCA cycle","SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]"
"698","K00236","Energy","Central metabolism","Central C metabolism: TCA cycle","SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"
"699","K00237","Energy","Central metabolism","Central C metabolism: TCA cycle","SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit"
"700","K00239","Energy","Central metabolism","Central C metabolism: TCA cycle","sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
"701","K00240","Energy","Central metabolism","Central C metabolism: TCA cycle","sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
"702","K00241","Energy","Central metabolism","Central C metabolism: TCA cycle","sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"
"703","K00242","Energy","Central metabolism","Central C metabolism: TCA cycle","sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit"
"704","K00244","Energy","Central metabolism","Central C metabolism: TCA cycle","frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]"
"705","K00245","Energy","Central metabolism","Central C metabolism: TCA cycle","frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]"
"706","K00246","Energy","Central metabolism","Central C metabolism: TCA cycle","frdC; fumarate reductase subunit C"
"707","K00247","Energy","Central metabolism","Central C metabolism: TCA cycle","frdD; fumarate reductase subunit D"
"708","K00382","Energy","Central metabolism","Central C metabolism: TCA cycle and Glycolysis","DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]"
"709","K00615","Energy","Central metabolism","Central C metabolism: PPP","E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]"
"710","K00616","Energy","Central metabolism","Central C metabolism: PPP","E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]"
"711","K00627","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
"712","K00656","Energy","Central metabolism","Central C metabolism: Pyruvate oxidation","E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]"
"713","K00658","Energy","Central metabolism","Central C metabolism: TCA cycle","DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"714","K00844","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","HK; hexokinase [EC:2.7.1.1]"
"715","K00845","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","glk; glucokinase [EC:2.7.1.2]"
"716","K00850","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
"717","K00851","Energy","Central metabolism","Central C metabolism: ED pathway","E2.7.1.12, gntK, idnK; gluconokinase [EC:2.7.1.12]"
"718","K00851","Energy","Central metabolism","Central C metabolism: ED pathway","E2.7.1.12, gntK, idnK; gluconokinase [EC:2.7.1.12]"
"719","K00873","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","PK, pyk; pyruvate kinase [EC:2.7.1.40]"
"720","K00874","Energy","Central metabolism","Central C metabolism: ED pathway","kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]"
"721","K00886","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","ppgK; polyphosphate glucokinase [EC:2.7.1.63]"
"722","K00895","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"
"723","K00918","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]"
"724","K00918","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]"
"725","K00927","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]"
"726","K01006","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"
"727","K01007","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]"
"728","K01057","Energy","Central metabolism","Central C metabolism: PPP","PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]"
"729","K01086","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
"730","K01616","Energy","Central metabolism","Central C metabolism: TCA cycle","kgd; 2-oxoglutarate decarboxylase [EC:4.1.1.71]"
"731","K01622","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"
"732","K01622","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"
"733","K01623","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"734","K01624","Energy","Central metabolism","Central C metabolism: Glycolysis/Gluconeogenesis","FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
"735","K01625","Energy","Central metabolism","Central C metabolism: ED pathway","eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]"
"736","K01637","Energy","Central metabolism","Central C metabolism: Glyoxylate shunt and acetate consumption","E4.1.3.1, aceA; isocitrate lyase [EC:4.1.3.1]"
"737","K01638","Energy","Central metabolism","Central C metabolism: Glyoxylate shunt and acetate consumption","aceB, glcB; malate synthase [EC:2.3.3.9]"
"738","K01647","Energy","Central metabolism","Central C metabolism: TCA cycle","CS, gltA; citrate synthase [EC:2.3.3.1]"
"739","K01648","Energy","Central metabolism","Central C metabolism: TCA cycle","ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]"
"740","K01675","Energy","Central metabolism","Central C metabolism: TCA cycle",""
"741","K01676","Energy","Central metabolism","Central C metabolism: TCA cycle","E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]"
"742","K01677","Energy","Central metabolism","Central C metabolism: TCA cycle","E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]"
"743","K01678","Energy","Central metabolism","Central C metabolism: TCA cycle","E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]"
"744","K01679","Energy","Central metabolism","Central C metabolism: TCA cycle","E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"
